date,open,high,low,close,volume
2023-09-04 22:19:30.575713,296.26,297.25,296.11,296.34,939259
2023-09-05 22:19:30.575713,289.55,289.9,289.34,289.4,630690
2023-09-06 22:19:30.575713,284.94,285.04,283.48,284.47,1208652
2023-09-07 22:19:30.575713,294.66,294.95,293.79,294.49,1106701
2023-09-08 22:19:30.575713,286.74,286.74,275.27,281.67,906798
2023-09-11 22:19:30.575713,281.08,282.35,280.93,281.62,1015613
2023-09-12 22:19:30.575713,282.65,282.65,277.71,278.73,505715
2023-09-13 22:19:30.575713,282.54,283.05,281.42,281.68,1006001
2023-09-14 22:19:30.575713,278.52,280.99,276.88,278.9,813944
2023-09-15 22:19:30.575713,278.46,280.47,278.12,279.18,647446
2023-09-18 22:19:30.575713,277.44,277.62,277.43,277.48,800252
2023-09-19 22:19:30.575713,283.18,289.31,281.73,284.56,1358066
2023-09-20 22:19:30.575713,274.81,274.87,271.71,274.62,1162441
2023-09-21 22:19:30.575713,284.87,286.52,283.73,285.07,1490656
2023-09-22 22:19:30.575713,285.85,286.35,285.29,285.62,1094652
2023-09-25 22:19:30.575713,276.01,282.21,273.52,276.52,742783
2023-09-26 22:19:30.575713,274.1,281.78,271.55,275.83,852845
2023-09-27 22:19:30.575713,276.47,276.86,275.92,276.16,1117601
2023-09-28 22:19:30.575713,286.95,286.95,284.05,284.59,1371766
2023-09-29 22:19:30.575713,285.36,290.7,280.54,286.28,806198
2023-10-02 22:19:30.575713,287.7,291.86,286.68,288.82,885166
2023-10-03 22:19:30.575713,280.95,284.19,275.49,280.56,1140673
2023-10-04 22:19:30.575713,274.59,274.59,274.3,274.35,928035
2023-10-05 22:19:30.575713,279.17,279.61,278.7,278.99,828631
2023-10-06 22:19:30.575713,272.84,273.09,272.71,272.9,917763
2023-10-09 22:19:30.575713,276.25,280.64,272.33,275.18,258464
2023-10-10 22:19:30.575713,280.07,280.47,279.81,279.9,1121630
2023-10-11 22:19:30.575713,287.52,287.82,287.52,287.63,1151396
2023-10-12 22:19:30.575713,274.19,277.43,273.15,275.58,1292204
2023-10-13 22:19:30.575713,286.39,286.88,285.98,286.57,909628
2023-10-16 22:19:30.575713,290.21,296.46,290.21,291.55,708829
2023-10-17 22:19:30.575713,287.6,290.42,285.8,287.16,688587
2023-10-18 22:19:30.575713,295.68,296.82,294.11,294.72,1283234
2023-10-19 22:19:30.575713,302.19,302.54,299.25,301.3,548126
2023-10-20 22:19:30.575713,308.39,309.62,308.37,308.83,1376274
2023-10-23 22:19:30.575713,319.26,319.27,319.19,319.22,482416
2023-10-24 22:19:30.575713,326.28,328.92,323.07,326.81,506919
2023-10-25 22:19:30.575713,318.18,319.48,317.66,317.96,1052974
2023-10-26 22:19:30.575713,319.65,319.82,318.81,319.48,930811
2023-10-27 22:19:30.575713,313.0,316.48,313.0,314.12,1321951
2023-10-30 22:19:30.575713,305.14,311.01,303.87,303.98,1209834
2023-10-31 22:19:30.575713,301.27,302.41,301.27,302.11,665208
2023-11-01 22:19:30.575713,299.19,299.19,295.31,297.42,833341
2023-11-02 22:19:30.575713,316.52,316.61,316.49,316.53,1185282
2023-11-03 22:19:30.575713,311.98,313.25,310.55,312.29,708135
2023-11-06 22:19:30.575713,305.66,307.55,302.51,304.67,950223
2023-11-07 22:19:30.575713,294.79,297.98,294.79,296.0,776044
2023-11-08 22:19:30.575713,282.49,283.7,281.72,282.56,1230095
2023-11-09 22:19:30.575713,286.22,286.22,286.08,286.18,1217787
2023-11-10 22:19:30.575713,283.08,283.53,282.9,283.26,826315
2023-11-13 22:19:30.575713,278.63,280.49,278.5,279.63,790009
2023-11-14 22:19:30.575713,279.73,285.98,271.28,277.57,1407776
2023-11-15 22:19:30.575713,287.43,287.43,274.38,282.98,1436256
2023-11-16 22:19:30.575713,284.67,288.46,279.23,283.68,492928
2023-11-17 22:19:30.575713,283.18,283.2,283.12,283.16,1169773
2023-11-20 22:19:30.575713,288.56,292.47,288.54,289.91,942902
2023-11-21 22:19:30.575713,290.63,290.63,283.98,285.1,871117
2023-11-22 22:19:30.575713,289.07,295.05,287.09,291.27,891909
2023-11-23 22:19:30.575713,291.64,292.35,291.64,292.22,607016
2023-11-24 22:19:30.575713,295.58,295.58,291.67,293.55,954932
2023-11-27 22:19:30.575713,302.16,309.71,297.8,302.0,818154
2023-11-28 22:19:30.575713,317.07,317.65,316.83,317.43,641660
2023-11-29 22:19:30.575713,310.2,311.0,309.53,310.95,1068376
2023-11-30 22:19:30.575713,311.87,312.09,311.67,311.91,1359845
2023-12-01 22:19:30.575713,321.22,321.22,314.2,318.16,886455
2023-12-04 22:19:30.575713,308.43,308.43,307.94,308.21,888840
2023-12-05 22:19:30.575713,301.98,303.07,300.31,301.77,735145
2023-12-06 22:19:30.575713,301.98,301.98,299.35,300.74,1482189
2023-12-07 22:19:30.575713,301.65,305.88,297.98,302.12,1145041
2023-12-08 22:19:30.575713,305.12,306.34,305.12,305.97,1151509
2023-12-11 22:19:30.575713,307.17,308.51,298.47,306.6,1514939
2023-12-12 22:19:30.575713,304.39,306.11,303.8,303.83,1061832
2023-12-13 22:19:30.575713,302.18,302.18,302.1,302.11,1057005
2023-12-14 22:19:30.575713,303.75,307.81,301.88,302.36,667694
2023-12-15 22:19:30.575713,300.7,302.19,299.06,300.88,719064
2023-12-18 22:19:30.575713,296.29,296.32,295.44,296.29,1235771
2023-12-19 22:19:30.575713,293.21,293.7,292.91,292.98,1259099
2023-12-20 22:19:30.575713,303.02,303.34,302.99,302.99,426720
2023-12-21 22:19:30.575713,303.52,309.93,290.89,299.54,991991
2023-12-22 22:19:30.575713,295.07,300.53,294.44,298.93,900481
2023-12-25 22:19:30.575713,296.99,298.16,296.74,297.58,926667
2023-12-26 22:19:30.575713,306.87,312.97,306.79,307.15,1045457
2023-12-27 22:19:30.575713,300.52,300.52,300.48,300.49,1655466
2023-12-28 22:19:30.575713,298.51,299.05,298.23,298.59,722092
2023-12-29 22:19:30.575713,294.63,294.88,294.24,294.65,1365641
2024-01-01 22:19:30.575713,287.03,289.59,286.07,286.77,1661079
2024-01-02 22:19:30.575713,280.74,281.23,279.99,280.38,844078
2024-01-03 22:19:30.575713,277.02,277.36,275.57,276.52,1295587
2024-01-04 22:19:30.575713,277.97,282.53,277.48,278.35,1234680
2024-01-05 22:19:30.575713,260.58,260.85,260.02,260.79,1430065
2024-01-08 22:19:30.575713,254.87,256.18,253.07,255.32,772958
2024-01-09 22:19:30.575713,255.39,255.39,252.8,252.83,1560389
2024-01-10 22:19:30.575713,255.46,260.98,254.79,256.96,832561
2024-01-11 22:19:30.575713,248.1,251.25,248.1,250.18,966431
2024-01-12 22:19:30.575713,253.12,254.68,252.97,253.73,1035087
2024-01-15 22:19:30.575713,248.57,251.78,247.82,249.1,759959
2024-01-16 22:19:30.575713,242.12,243.18,240.97,242.21,753213
2024-01-17 22:19:30.575713,242.98,247.89,242.98,245.65,1362157
2024-01-18 22:19:30.575713,251.97,253.55,245.61,248.83,1274875
2024-01-19 22:19:30.575713,247.81,247.89,247.5,247.69,1524296
2024-01-22 22:19:30.575713,244.26,244.64,244.26,244.43,998632
2024-01-23 22:19:30.575713,244.47,244.47,242.75,243.58,1223910
2024-01-24 22:19:30.575713,237.46,237.46,236.96,237.12,1219934
2024-01-25 22:19:30.575713,239.35,241.36,234.32,238.13,586504
2024-01-26 22:19:30.575713,245.09,250.91,242.77,245.47,1584928
2024-01-29 22:19:30.575713,248.64,249.48,247.95,248.66,822445
2024-01-30 22:19:30.575713,256.05,259.33,248.25,257.05,1195554
2024-01-31 22:19:30.575713,254.22,256.5,252.68,256.11,1426497
2024-02-01 22:19:30.575713,258.83,259.46,258.1,258.76,922236
2024-02-02 22:19:30.575713,259.57,259.6,258.87,259.28,809007
2024-02-05 22:19:30.575713,259.4,262.76,259.4,260.31,831990
2024-02-06 22:19:30.575713,256.48,256.48,256.02,256.1,807053
2024-02-07 22:19:30.575713,253.35,254.69,253.14,253.27,1140268
2024-02-08 22:19:30.575713,252.3,252.74,252.16,252.37,1096078
2024-02-09 22:19:30.575713,258.68,258.68,243.78,254.19,1061908
2024-02-12 22:19:30.575713,248.48,253.58,248.48,250.56,1298578
2024-02-13 22:19:30.575713,250.46,251.65,247.84,250.02,778935
2024-02-14 22:19:30.575713,241.39,243.17,241.39,242.82,1329692
2024-02-15 22:19:30.575713,248.93,248.93,245.56,247.34,610510
2024-02-16 22:19:30.575713,239.73,241.33,239.73,240.17,548169
2024-02-19 22:19:30.575713,237.87,240.98,235.17,238.09,638425
2024-02-20 22:19:30.575713,238.64,238.84,238.42,238.77,1297779
2024-02-21 22:19:30.575713,237.3,238.47,236.86,237.49,879218
2024-02-22 22:19:30.575713,231.18,236.5,231.18,233.57,932486
2024-02-23 22:19:30.575713,232.47,234.02,232.47,232.84,1150385
2024-02-26 22:19:30.575713,235.82,240.01,235.82,237.69,1188820
2024-02-27 22:19:30.575713,239.1,239.7,237.73,238.72,1150199
2024-02-28 22:19:30.575713,242.34,242.63,242.34,242.54,1422978
2024-02-29 22:19:30.575713,241.82,242.21,241.82,242.17,1239978
2024-03-01 22:19:30.575713,242.4,242.44,242.37,242.38,1261678
2024-03-04 22:19:30.575713,239.54,239.98,238.22,239.2,1385088
2024-03-05 22:19:30.575713,239.82,240.04,239.56,239.77,725016
2024-03-06 22:19:30.575713,238.85,239.23,238.18,238.36,1151943
2024-03-07 22:19:30.575713,250.89,253.15,250.89,251.57,1181921
2024-03-08 22:19:30.575713,258.94,259.22,257.66,258.05,689053
2024-03-11 22:19:30.575713,265.36,277.41,256.65,265.94,1314071
2024-03-12 22:19:30.575713,266.43,266.52,266.12,266.32,876743
2024-03-13 22:19:30.575713,265.59,265.61,265.55,265.6,939053
2024-03-14 22:19:30.575713,264.52,267.29,263.58,265.13,727275
2024-03-15 22:19:30.575713,271.21,274.74,266.04,272.48,1461335
2024-03-18 22:19:30.575713,272.96,275.57,268.42,272.33,997484
2024-03-19 22:19:30.575713,274.43,277.59,271.65,275.8,1037435
2024-03-20 22:19:30.575713,287.71,287.71,283.8,285.39,1169433
2024-03-21 22:19:30.575713,282.83,282.83,277.32,281.29,1289891
2024-03-22 22:19:30.575713,283.92,286.42,282.09,283.1,993900
2024-03-25 22:19:30.575713,281.19,281.65,279.75,280.76,869326
2024-03-26 22:19:30.575713,278.73,282.3,268.22,280.17,538415
2024-03-27 22:19:30.575713,278.35,278.35,273.37,275.3,1748072
2024-03-28 22:19:30.575713,266.92,267.39,263.97,265.94,641257
2024-03-29 22:19:30.575713,263.05,263.28,262.06,263.19,929730
2024-04-01 22:19:30.575713,257.14,257.14,256.85,256.86,549153
2024-04-02 22:19:30.575713,254.84,260.51,254.57,256.68,739407
2024-04-03 22:19:30.575713,259.32,266.46,258.27,258.43,571682
2024-04-04 22:19:30.575713,261.64,263.72,261.19,263.5,895345
2024-04-05 22:19:30.575713,261.79,265.21,261.79,263.15,1169861
2024-04-08 22:19:30.575713,259.44,259.83,257.8,258.67,1362412
2024-04-09 22:19:30.575713,259.09,259.14,259.09,259.14,321696
2024-04-10 22:19:30.575713,263.63,267.09,263.63,264.55,1169497
2024-04-11 22:19:30.575713,273.17,273.17,267.18,270.25,1264460
2024-04-12 22:19:30.575713,273.79,273.8,273.76,273.78,615445
2024-04-15 22:19:30.575713,275.08,276.97,272.47,274.82,987834
2024-04-16 22:19:30.575713,285.31,285.43,278.93,282.71,1389287
2024-04-17 22:19:30.575713,281.94,281.94,281.08,281.43,866217
2024-04-18 22:19:30.575713,288.61,288.61,284.23,287.84,863331
2024-04-19 22:19:30.575713,291.94,297.78,291.94,294.73,567284
2024-04-22 22:19:30.575713,302.53,304.03,300.82,302.9,926099
2024-04-23 22:19:30.575713,300.97,301.16,299.69,300.83,697055
2024-04-24 22:19:30.575713,305.01,306.08,304.88,305.2,632200
2024-04-25 22:19:30.575713,307.92,314.58,306.26,309.98,1208828
2024-04-26 22:19:30.575713,317.55,321.01,317.55,318.97,634163
2024-04-29 22:19:30.575713,320.63,321.58,320.12,320.58,1047550
2024-04-30 22:19:30.575713,315.98,316.94,311.25,316.16,1203446
2024-05-01 22:19:30.575713,307.29,309.67,307.29,308.4,682254
2024-05-02 22:19:30.575713,305.27,308.1,301.35,305.41,754170
2024-05-03 22:19:30.575713,313.69,317.17,313.69,316.54,1133856
2024-05-06 22:19:30.575713,314.41,315.91,304.35,312.7,942530
2024-05-07 22:19:30.575713,323.54,323.54,320.82,322.94,1293789
2024-05-08 22:19:30.575713,319.91,320.53,319.91,320.14,602048
2024-05-09 22:19:30.575713,311.1,312.86,308.69,310.57,505592
2024-05-10 22:19:30.575713,322.95,323.87,322.62,323.09,676153
2024-05-13 22:19:30.575713,331.71,333.14,331.01,331.74,412246
2024-05-14 22:19:30.575713,328.24,338.22,328.24,330.76,879953
2024-05-15 22:19:30.575713,339.68,344.43,333.27,336.86,917386
2024-05-16 22:19:30.575713,336.32,336.53,334.82,336.21,570062
2024-05-17 22:19:30.575713,340.77,344.42,333.7,340.38,983668
2024-05-20 22:19:30.575713,335.14,337.11,335.14,336.45,1200508
2024-05-21 22:19:30.575713,338.43,339.32,338.43,338.92,782909
2024-05-22 22:19:30.575713,332.43,342.74,332.43,337.02,1551911
2024-05-23 22:19:30.575713,324.37,324.37,324.19,324.27,998661
2024-05-24 22:19:30.575713,319.42,320.8,318.3,319.84,1009272
2024-05-27 22:19:30.575713,328.1,329.14,327.04,328.15,825425
2024-05-28 22:19:30.575713,315.1,320.57,314.59,316.72,1184381
2024-05-29 22:19:30.575713,299.32,306.87,299.32,306.54,1106506
2024-05-30 22:19:30.575713,317.21,318.28,311.17,313.91,760382
2024-05-31 22:19:30.575713,308.9,308.9,306.6,306.71,1214341
2024-06-03 22:19:30.575713,303.62,308.66,297.53,301.28,957909
2024-06-04 22:19:30.575713,301.94,304.83,300.52,301.52,843653
2024-06-05 22:19:30.575713,315.25,315.25,311.45,312.55,994485
2024-06-06 22:19:30.575713,319.27,320.5,319.13,319.69,1124677
2024-06-07 22:19:30.575713,319.36,319.85,319.1,319.38,1438141
2024-06-10 22:19:30.575713,322.24,322.24,319.45,320.57,775506
2024-06-11 22:19:30.575713,328.14,328.14,327.94,328.07,1047457
2024-06-12 22:19:30.575713,330.88,331.34,325.96,329.25,1137948
2024-06-13 22:19:30.575713,333.34,333.34,331.73,332.8,1655223
2024-06-14 22:19:30.575713,352.14,352.41,351.05,352.08,1180061
2024-06-17 22:19:30.575713,348.57,350.0,346.8,349.88,1008323
2024-06-18 22:19:30.575713,354.27,355.65,352.22,353.81,757508
2024-06-19 22:19:30.575713,345.77,346.96,345.18,346.58,1261472
2024-06-20 22:19:30.575713,352.57,352.57,345.69,349.7,680696
2024-06-21 22:19:30.575713,342.93,357.73,342.93,351.08,1639776
2024-06-24 22:19:30.575713,354.58,357.96,351.93,353.57,933652
2024-06-25 22:19:30.575713,353.57,354.24,353.14,353.42,629386
2024-06-26 22:19:30.575713,352.5,356.12,350.84,351.85,952838
2024-06-27 22:19:30.575713,361.65,362.25,359.47,360.78,525945
2024-06-28 22:19:30.575713,360.49,369.4,349.41,365.9,983060
2024-07-01 22:19:30.575713,357.12,357.12,354.39,355.47,1192880
2024-07-02 22:19:30.575713,354.31,354.37,352.51,354.2,632511
2024-07-03 22:19:30.575713,371.05,376.25,368.03,371.79,1064794
2024-07-04 22:19:30.575713,375.26,375.47,374.28,375.45,1315726
2024-07-05 22:19:30.575713,369.4,371.86,368.71,370.74,1297502
2024-07-08 22:19:30.575713,363.36,365.98,363.36,364.17,1048815
2024-07-09 22:19:30.575713,371.57,374.11,369.92,371.73,914278
2024-07-10 22:19:30.575713,373.6,374.71,373.57,373.97,1050991
2024-07-11 22:19:30.575713,390.24,391.76,388.33,391.06,1211163
2024-07-12 22:19:30.575713,384.6,389.0,382.0,384.32,1337308
2024-07-15 22:19:30.575713,394.44,395.17,394.07,394.52,329088
2024-07-16 22:19:30.575713,389.79,390.49,389.79,390.28,503817
2024-07-17 22:19:30.575713,391.0,399.29,378.99,392.85,1253092
2024-07-18 22:19:30.575713,399.13,402.24,397.98,399.38,717625
2024-07-19 22:19:30.575713,399.35,409.53,399.35,407.41,1559839
2024-07-22 22:19:30.575713,413.95,413.95,396.47,407.23,1493085
2024-07-23 22:19:30.575713,411.31,411.59,411.13,411.27,1379677
2024-07-24 22:19:30.575713,414.9,417.02,412.43,415.42,808167
2024-07-25 22:19:30.575713,401.1,420.58,401.1,404.77,994101
2024-07-26 22:19:30.575713,396.31,405.51,395.13,400.36,871692
2024-07-29 22:19:30.575713,412.93,413.44,402.26,409.31,1006021
2024-07-30 22:19:30.575713,404.61,404.91,404.45,404.59,1376203
2024-07-31 22:19:30.575713,408.53,408.53,403.74,406.64,1099817
2024-08-01 22:19:30.575713,410.33,411.75,407.73,410.84,856564
2024-08-02 22:19:30.575713,401.51,402.02,391.49,398.36,1050475
2024-08-05 22:19:30.575713,395.82,398.86,394.51,395.67,1205090
2024-08-06 22:19:30.575713,397.82,401.26,397.53,397.54,1115685
2024-08-07 22:19:30.575713,389.76,395.38,388.64,389.35,1067677
2024-08-08 22:19:30.575713,388.7,388.7,383.85,385.63,863657
2024-08-09 22:19:30.575713,375.8,384.83,375.8,376.24,993557
2024-08-12 22:19:30.575713,381.85,384.87,381.85,384.81,947720
2024-08-13 22:19:30.575713,375.53,382.15,375.2,376.3,918628
2024-08-14 22:19:30.575713,360.81,360.81,359.75,360.44,1162398
2024-08-15 22:19:30.575713,365.42,365.42,361.92,362.34,1090757
2024-08-16 22:19:30.575713,362.38,365.21,360.93,361.88,1327849
2024-08-19 22:19:30.575713,363.88,379.53,356.52,363.48,1170129
2024-08-20 22:19:30.575713,357.18,357.18,352.48,355.74,523500
2024-08-21 22:19:30.575713,370.22,371.01,368.67,369.79,672511
2024-08-22 22:19:30.575713,367.55,368.89,366.01,368.28,920863
2024-08-23 22:19:30.575713,372.94,377.29,372.94,375.65,567039
2024-08-26 22:19:30.575713,371.27,371.86,370.43,371.78,703299
2024-08-27 22:19:30.575713,374.05,376.0,369.58,373.55,976457
2024-08-28 22:19:30.575713,379.6,381.5,379.6,381.07,814114
2024-08-29 22:19:30.575713,395.6,396.07,394.22,395.17,1160915
2024-08-30 22:19:30.575713,412.08,416.79,411.86,412.99,839212
2024-09-02 22:19:30.575713,404.16,410.46,394.77,407.61,627320
2024-09-03 22:19:30.575713,397.84,419.24,396.81,407.16,874341
2024-09-04 22:19:30.575713,392.3,395.06,391.02,392.77,817233
2024-09-05 22:19:30.575713,393.56,395.07,392.56,393.51,885834
2024-09-06 22:19:30.575713,390.59,394.84,386.38,390.18,1280631
2024-09-09 22:19:30.575713,396.68,397.22,396.31,396.66,326393
2024-09-10 22:19:30.575713,393.46,395.54,390.52,394.29,1249362
2024-09-11 22:19:30.575713,398.52,402.96,388.16,397.05,635098
2024-09-12 22:19:30.575713,408.11,415.08,408.11,410.71,503267
2024-09-13 22:19:30.575713,420.87,421.72,417.48,420.93,762894
2024-09-16 22:19:30.575713,426.76,428.36,426.59,428.14,1503134
2024-09-17 22:19:30.575713,438.46,438.64,437.28,438.41,837345
2024-09-18 22:19:30.575713,431.79,432.32,431.79,432.14,995950
2024-09-19 22:19:30.575713,430.3,430.8,430.11,430.3,962669
2024-09-20 22:19:30.575713,428.37,439.3,428.37,431.7,668887
2024-09-23 22:19:30.575713,434.65,451.47,421.95,432.76,739986
2024-09-24 22:19:30.575713,441.91,444.4,441.21,441.32,1396940
2024-09-25 22:19:30.575713,438.58,440.86,436.09,439.67,666273
2024-09-26 22:19:30.575713,449.05,449.54,442.64,447.36,1114064
2024-09-27 22:19:30.575713,432.43,432.99,432.43,432.64,934294
2024-09-30 22:19:30.575713,442.12,442.76,438.02,441.09,1612213
2024-10-01 22:19:30.575713,454.68,466.83,445.74,456.43,881610
2024-10-02 22:19:30.575713,454.14,454.62,454.14,454.36,982958
2024-10-03 22:19:30.575713,445.84,453.28,445.84,447.85,1236121
2024-10-04 22:19:30.575713,458.94,460.77,456.47,458.42,1203305
2024-10-07 22:19:30.575713,447.57,451.93,447.57,448.86,1166888
2024-10-08 22:19:30.575713,444.22,446.46,440.73,441.77,1171702
2024-10-09 22:19:30.575713,432.34,433.98,431.46,432.29,907003
2024-10-10 22:19:30.575713,417.23,418.13,416.97,417.38,794297
2024-10-11 22:19:30.575713,416.14,417.42,416.14,416.46,1485837
2024-10-14 22:19:30.575713,431.35,432.44,431.35,431.69,1035915
2024-10-15 22:19:30.575713,431.2,433.47,429.28,431.37,820683
2024-10-16 22:19:30.575713,429.59,432.83,428.84,429.82,516543
2024-10-17 22:19:30.575713,444.24,446.75,444.24,444.95,1597634
2024-10-18 22:19:30.575713,441.29,441.34,441.23,441.3,462940
2024-10-21 22:19:30.575713,441.3,443.91,436.7,443.62,1116328
2024-10-22 22:19:30.575713,433.83,433.83,433.65,433.76,857922
2024-10-23 22:19:30.575713,437.63,438.77,437.5,438.0,1129280
2024-10-24 22:19:30.575713,419.98,419.98,417.98,419.54,860647
2024-10-25 22:19:30.575713,423.07,423.07,421.92,422.98,1184288
2024-10-28 22:19:30.575713,419.32,419.63,418.05,419.23,1203762
2024-10-29 22:19:30.575713,412.39,418.5,412.39,415.69,720797
2024-10-30 22:19:30.575713,415.68,415.68,414.8,415.31,1133252
2024-10-31 22:19:30.575713,420.15,425.9,410.98,419.55,945687
2024-11-01 22:19:30.575713,435.57,435.74,435.38,435.5,813589
2024-11-04 22:19:30.575713,439.44,445.13,434.57,439.66,995842
2024-11-05 22:19:30.575713,430.06,430.09,427.81,429.28,798896
2024-11-06 22:19:30.575713,418.73,418.92,418.63,418.83,926269
2024-11-07 22:19:30.575713,417.16,418.36,417.16,417.77,759887
2024-11-08 22:19:30.575713,407.62,414.49,407.62,410.8,1090320
2024-11-11 22:19:30.575713,410.6,412.22,408.17,409.15,799645
2024-11-12 22:19:30.575713,406.09,406.44,405.99,406.11,1146917
2024-11-13 22:19:30.575713,405.23,415.46,405.23,410.21,708451
2024-11-14 22:19:30.575713,393.49,394.21,393.49,393.99,1069038
2024-11-15 22:19:30.575713,405.64,410.03,401.84,406.59,1423331
2024-11-18 22:19:30.575713,400.88,401.75,399.29,401.08,1382155
2024-11-19 22:19:30.575713,406.58,418.1,403.53,407.01,657175
2024-11-20 22:19:30.575713,424.47,425.05,421.69,424.25,1250631
2024-11-21 22:19:30.575713,428.22,428.49,428.09,428.45,1292667
2024-11-22 22:19:30.575713,449.11,450.7,446.15,447.85,1061832
2024-11-25 22:19:30.575713,433.05,433.05,419.99,429.12,1124746
2024-11-26 22:19:30.575713,439.2,443.59,439.2,439.79,793607
2024-11-27 22:19:30.575713,440.03,442.0,439.89,440.15,1032032
2024-11-28 22:19:30.575713,442.91,444.47,442.8,443.6,1095345
2024-11-29 22:19:30.575713,448.54,449.24,448.28,448.52,1889130
2024-12-02 22:19:30.575713,440.53,442.39,440.25,442.31,538455
2024-12-03 22:19:30.575713,448.0,454.62,445.82,453.81,1249368
2024-12-04 22:19:30.575713,467.17,467.2,467.05,467.08,937711
2024-12-05 22:19:30.575713,472.03,482.87,468.99,471.34,1227330
2024-12-06 22:19:30.575713,463.55,463.55,462.3,462.84,980361
2024-12-09 22:19:30.575713,466.33,466.44,466.33,466.43,1388854
2024-12-10 22:19:30.575713,477.19,478.72,476.28,477.07,538451
2024-12-11 22:19:30.575713,480.1,487.88,477.85,484.99,963710
2024-12-12 22:19:30.575713,499.37,504.37,499.37,500.68,1045975
2024-12-13 22:19:30.575713,494.73,505.8,488.33,493.11,1183803
2024-12-16 22:19:30.575713,507.82,508.29,505.68,506.41,743894
2024-12-17 22:19:30.575713,494.0,495.65,493.4,495.21,926808
2024-12-18 22:19:30.575713,494.74,495.35,491.37,492.05,851060
2024-12-19 22:19:30.575713,493.06,493.08,493.06,493.08,998447
2024-12-20 22:19:30.575713,505.64,505.64,503.91,503.93,993505
2024-12-23 22:19:30.575713,504.65,504.65,498.71,504.1,1337270
