date,open,high,low,close,volume
2023-02-15 22:25:45.957089,180.88,182.71,177.7,180.43,1216422
2023-02-16 22:25:45.957089,184.27,184.27,180.84,183.02,1034504
2023-02-17 22:25:45.957089,179.14,179.14,178.42,178.77,1392309
2023-02-20 22:25:45.957089,177.93,179.09,174.42,177.28,746547
2023-02-21 22:25:45.957089,175.69,177.99,175.69,177.47,1644163
2023-02-22 22:25:45.957089,177.39,177.86,174.79,177.44,1215825
2023-02-23 22:25:45.957089,171.3,172.1,170.41,171.06,948981
2023-02-24 22:25:45.957089,172.17,172.93,171.07,171.59,477492
2023-02-27 22:25:45.957089,171.54,171.59,171.28,171.51,1177848
2023-02-28 22:25:45.957089,171.88,172.61,169.35,171.36,680835
2023-03-01 22:25:45.957089,172.65,174.98,171.26,173.24,1001064
2023-03-02 22:25:45.957089,175.55,175.98,175.46,175.5,945706
2023-03-03 22:25:45.957089,181.41,182.09,180.47,181.53,324340
2023-03-06 22:25:45.957089,172.42,176.67,172.32,172.77,966006
2023-03-07 22:25:45.957089,168.68,168.77,167.93,168.43,816962
2023-03-08 22:25:45.957089,167.89,167.89,166.53,167.57,1284092
2023-03-09 22:25:45.957089,170.99,171.17,169.18,171.16,1157947
2023-03-10 22:25:45.957089,174.17,174.41,174.07,174.16,1271309
2023-03-13 22:25:45.957089,175.74,176.22,175.74,175.84,797146
2023-03-14 22:25:45.957089,174.91,176.62,174.09,174.4,915163
2023-03-15 22:25:45.957089,177.96,177.96,173.47,174.37,1134824
2023-03-16 22:25:45.957089,171.37,173.43,170.31,171.54,850995
2023-03-17 22:25:45.957089,165.34,166.42,165.34,166.31,100000
2023-03-20 22:25:45.957089,159.63,160.88,158.18,159.75,451179
2023-03-21 22:25:45.957089,161.11,161.11,154.19,157.71,848078
2023-03-22 22:25:45.957089,152.45,156.13,149.39,153.44,920052
2023-03-23 22:25:45.957089,158.16,158.25,158.15,158.19,931595
2023-03-24 22:25:45.957089,162.72,168.12,158.42,162.28,964719
2023-03-27 22:25:45.957089,164.12,165.71,162.32,165.05,945313
2023-03-28 22:25:45.957089,157.48,158.24,156.45,157.35,1238151
2023-03-29 22:25:45.957089,157.33,157.47,156.91,156.99,1233809
2023-03-30 22:25:45.957089,159.98,159.98,155.56,157.73,1039637
2023-03-31 22:25:45.957089,156.43,160.27,148.84,156.35,687848
2023-04-03 22:25:45.957089,158.22,159.14,156.09,157.84,1245261
2023-04-04 22:25:45.957089,159.49,159.49,158.92,159.36,929042
2023-04-05 22:25:45.957089,168.48,169.37,167.39,167.57,1278953
2023-04-06 22:25:45.957089,176.13,177.18,176.13,176.9,890128
2023-04-07 22:25:45.957089,172.67,175.3,168.1,173.56,979925
2023-04-10 22:25:45.957089,172.77,177.91,169.82,172.37,545616
2023-04-11 22:25:45.957089,170.84,172.25,170.84,171.76,1058730
2023-04-12 22:25:45.957089,171.47,171.52,171.39,171.5,1267702
2023-04-13 22:25:45.957089,170.14,170.14,169.78,169.88,931027
2023-04-14 22:25:45.957089,172.94,173.6,172.62,172.86,1124970
2023-04-17 22:25:45.957089,170.88,171.97,168.36,171.51,946079
2023-04-18 22:25:45.957089,187.46,188.29,181.72,181.74,499721
2023-04-19 22:25:45.957089,181.85,184.8,177.41,179.22,924383
2023-04-20 22:25:45.957089,190.54,190.54,189.95,190.04,975640
2023-04-21 22:25:45.957089,185.64,188.45,185.64,188.3,948069
2023-04-24 22:25:45.957089,183.95,186.84,179.62,185.21,817721
2023-04-25 22:25:45.957089,181.95,186.48,175.78,183.92,408288
2023-04-26 22:25:45.957089,183.7,183.7,180.37,183.15,285803
2023-04-27 22:25:45.957089,187.07,189.46,186.51,187.26,1831397
2023-04-28 22:25:45.957089,184.32,184.64,184.17,184.2,867996
2023-05-01 22:25:45.957089,174.78,179.27,174.57,177.54,970734
2023-05-02 22:25:45.957089,181.59,182.72,179.45,181.43,801273
2023-05-03 22:25:45.957089,183.0,186.21,181.29,182.5,1058128
2023-05-04 22:25:45.957089,183.5,183.77,181.68,183.53,883708
2023-05-05 22:25:45.957089,176.03,176.54,176.03,176.18,507294
2023-05-08 22:25:45.957089,170.04,171.31,167.36,169.54,880494
2023-05-09 22:25:45.957089,169.7,169.7,168.55,168.77,1432067
2023-05-10 22:25:45.957089,168.9,169.23,168.59,168.91,869014
2023-05-11 22:25:45.957089,167.1,171.51,166.7,168.17,981728
2023-05-12 22:25:45.957089,165.6,165.6,163.5,165.38,815461
2023-05-15 22:25:45.957089,170.68,170.95,170.1,170.42,732166
2023-05-16 22:25:45.957089,171.72,173.6,171.31,172.48,778121
2023-05-17 22:25:45.957089,168.26,168.26,168.15,168.22,899542
2023-05-18 22:25:45.957089,162.29,162.55,162.17,162.38,584556
2023-05-19 22:25:45.957089,163.84,167.34,163.47,164.25,792236
2023-05-22 22:25:45.957089,169.78,169.78,166.51,168.29,1180457
2023-05-23 22:25:45.957089,177.25,182.01,176.79,179.26,1073634
2023-05-24 22:25:45.957089,185.34,191.26,175.11,183.87,1130903
2023-05-25 22:25:45.957089,183.25,183.72,180.11,180.96,796235
2023-05-26 22:25:45.957089,179.66,180.47,179.4,179.83,962416
2023-05-29 22:25:45.957089,175.48,175.64,175.4,175.59,1329313
2023-05-30 22:25:45.957089,177.25,183.9,171.37,180.62,812540
2023-05-31 22:25:45.957089,178.31,178.31,177.41,177.58,789314
2023-06-01 22:25:45.957089,177.04,181.4,177.04,177.96,1142816
2023-06-02 22:25:45.957089,179.58,179.99,179.44,179.78,787584
2023-06-05 22:25:45.957089,177.72,178.09,177.49,177.59,1136384
2023-06-06 22:25:45.957089,171.61,174.76,171.61,173.1,1034912
2023-06-07 22:25:45.957089,169.71,169.92,168.47,169.5,1001015
2023-06-08 22:25:45.957089,164.9,168.52,163.75,167.72,906759
2023-06-09 22:25:45.957089,164.41,165.27,164.41,164.77,993751
2023-06-12 22:25:45.957089,162.49,165.58,161.95,163.42,1383201
2023-06-13 22:25:45.957089,167.28,167.74,166.97,167.48,1255724
2023-06-14 22:25:45.957089,170.54,170.54,170.36,170.42,1257867
2023-06-15 22:25:45.957089,177.36,177.36,164.54,172.6,894081
2023-06-16 22:25:45.957089,172.04,172.04,165.01,170.82,1483563
2023-06-19 22:25:45.957089,173.83,173.88,173.38,173.56,1160102
2023-06-20 22:25:45.957089,174.28,175.84,173.25,174.88,911031
2023-06-21 22:25:45.957089,174.79,176.46,171.82,174.5,660787
2023-06-22 22:25:45.957089,173.39,173.39,171.8,172.89,1682272
2023-06-23 22:25:45.957089,168.21,168.65,167.92,168.0,1021968
2023-06-26 22:25:45.957089,169.2,170.35,168.03,169.24,947210
2023-06-27 22:25:45.957089,160.63,160.63,159.99,160.32,1070904
2023-06-28 22:25:45.957089,165.6,165.85,164.78,164.98,1333701
2023-06-29 22:25:45.957089,167.43,168.88,167.14,167.56,973178
2023-06-30 22:25:45.957089,167.85,167.95,167.85,167.89,1552679
2023-07-03 22:25:45.957089,164.19,165.46,161.79,164.09,1170766
2023-07-04 22:25:45.957089,159.72,159.72,158.24,159.19,510484
2023-07-05 22:25:45.957089,161.35,161.83,159.89,161.46,741288
2023-07-06 22:25:45.957089,155.63,155.73,155.57,155.67,1379248
2023-07-07 22:25:45.957089,156.56,156.56,156.56,156.56,1065823
2023-07-10 22:25:45.957089,155.96,157.63,154.11,156.43,897345
2023-07-11 22:25:45.957089,153.11,153.48,149.87,152.68,1003270
2023-07-12 22:25:45.957089,155.43,155.52,155.42,155.45,838178
2023-07-13 22:25:45.957089,157.01,159.63,155.49,157.64,375195
2023-07-14 22:25:45.957089,156.65,156.65,154.91,155.86,680916
2023-07-17 22:25:45.957089,153.12,154.02,152.85,152.9,1165889
2023-07-18 22:25:45.957089,156.28,157.75,155.08,156.73,1367543
2023-07-19 22:25:45.957089,153.78,154.11,153.76,153.87,877570
2023-07-20 22:25:45.957089,151.15,151.15,150.18,150.78,1094586
2023-07-21 22:25:45.957089,156.17,157.03,155.14,155.92,1046738
2023-07-24 22:25:45.957089,152.49,152.66,152.49,152.57,1505349
2023-07-25 22:25:45.957089,160.28,160.28,158.75,159.51,984874
2023-07-26 22:25:45.957089,170.5,170.5,167.83,168.87,690080
2023-07-27 22:25:45.957089,172.79,172.9,171.76,172.41,1442202
2023-07-28 22:25:45.957089,172.46,175.85,171.52,172.15,480892
2023-07-31 22:25:45.957089,175.65,177.66,174.63,176.04,823438
2023-08-01 22:25:45.957089,182.02,182.66,180.99,181.82,1287402
2023-08-02 22:25:45.957089,183.23,188.21,182.47,182.9,1164795
2023-08-03 22:25:45.957089,179.79,184.9,179.79,184.18,676622
2023-08-04 22:25:45.957089,184.75,185.1,184.01,184.75,621150
2023-08-07 22:25:45.957089,189.41,189.7,189.41,189.49,895646
2023-08-08 22:25:45.957089,198.32,202.29,195.3,199.01,644208
2023-08-09 22:25:45.957089,203.87,204.88,203.21,204.01,625077
2023-08-10 22:25:45.957089,202.35,207.01,201.13,204.28,943484
2023-08-11 22:25:45.957089,207.01,207.42,206.43,207.08,938092
2023-08-14 22:25:45.957089,203.81,203.95,203.79,203.92,1038355
2023-08-15 22:25:45.957089,200.01,200.71,198.59,200.27,1050946
2023-08-16 22:25:45.957089,194.48,195.52,193.48,193.76,952845
2023-08-17 22:25:45.957089,190.59,191.29,184.95,190.15,989102
2023-08-18 22:25:45.957089,195.59,195.59,187.02,190.89,1410171
2023-08-21 22:25:45.957089,188.04,188.6,187.74,188.02,1158676
2023-08-22 22:25:45.957089,184.82,193.39,184.82,189.75,1223633
2023-08-23 22:25:45.957089,188.2,189.9,186.2,188.44,870192
2023-08-24 22:25:45.957089,185.16,185.71,184.91,185.33,1096984
2023-08-25 22:25:45.957089,190.0,190.23,188.95,189.96,1163161
2023-08-28 22:25:45.957089,189.76,190.6,189.45,190.56,731000
2023-08-29 22:25:45.957089,187.23,188.39,187.22,187.76,1257192
2023-08-30 22:25:45.957089,189.07,190.93,184.38,188.52,569867
2023-08-31 22:25:45.957089,193.58,198.22,181.71,192.92,978786
2023-09-01 22:25:45.957089,202.63,202.63,193.53,202.1,1281883
2023-09-04 22:25:45.957089,211.52,212.71,210.37,212.04,915111
2023-09-05 22:25:45.957089,208.45,208.48,208.33,208.44,724804
2023-09-06 22:25:45.957089,200.38,200.38,194.8,197.78,978929
2023-09-07 22:25:45.957089,194.55,199.44,194.55,195.61,932687
2023-09-08 22:25:45.957089,195.83,195.92,193.8,195.06,1153910
2023-09-11 22:25:45.957089,199.38,200.05,195.47,198.66,1125296
2023-09-12 22:25:45.957089,207.61,207.61,202.06,205.3,858280
2023-09-13 22:25:45.957089,210.04,220.02,210.04,215.01,1073784
2023-09-14 22:25:45.957089,211.24,211.24,209.5,210.4,759822
2023-09-15 22:25:45.957089,210.77,212.28,210.77,211.9,743436
2023-09-18 22:25:45.957089,208.06,212.74,208.06,211.26,1318952
2023-09-19 22:25:45.957089,204.48,204.53,204.34,204.42,506451
2023-09-20 22:25:45.957089,204.52,207.59,202.42,203.83,650177
2023-09-21 22:25:45.957089,193.45,197.4,193.45,193.99,1010500
2023-09-22 22:25:45.957089,193.45,194.94,191.25,192.69,542647
2023-09-25 22:25:45.957089,191.81,192.62,191.28,192.06,1367548
2023-09-26 22:25:45.957089,189.06,189.48,188.88,189.09,547865
2023-09-27 22:25:45.957089,188.52,193.74,187.37,190.72,931082
2023-09-28 22:25:45.957089,190.33,190.45,190.33,190.38,1096757
2023-09-29 22:25:45.957089,193.36,194.13,193.17,193.34,900149
2023-10-02 22:25:45.957089,200.82,200.82,195.1,198.06,962832
2023-10-03 22:25:45.957089,198.15,200.75,198.15,198.88,1167363
2023-10-04 22:25:45.957089,198.83,200.19,198.83,199.66,1019569
2023-10-05 22:25:45.957089,194.23,194.61,194.23,194.42,1586599
2023-10-06 22:25:45.957089,201.39,203.81,200.42,201.5,1026063
2023-10-09 22:25:45.957089,203.09,203.64,202.33,202.59,770132
2023-10-10 22:25:45.957089,205.16,205.78,204.09,205.25,935944
2023-10-11 22:25:45.957089,206.79,210.72,206.79,209.45,757918
2023-10-12 22:25:45.957089,218.77,221.81,208.69,217.76,1342039
2023-10-13 22:25:45.957089,214.19,214.21,214.14,214.18,940808
2023-10-16 22:25:45.957089,212.78,212.78,210.75,211.28,677735
2023-10-17 22:25:45.957089,210.94,221.22,209.94,213.3,1141597
2023-10-18 22:25:45.957089,208.72,210.16,208.48,208.85,870188
2023-10-19 22:25:45.957089,206.7,207.02,205.18,205.96,1214899
2023-10-20 22:25:45.957089,205.82,205.82,204.11,205.16,677597
2023-10-23 22:25:45.957089,215.53,215.69,215.46,215.48,1346003
2023-10-24 22:25:45.957089,225.18,225.38,222.31,222.56,1138351
2023-10-25 22:25:45.957089,224.66,225.28,223.93,224.8,752680
2023-10-26 22:25:45.957089,224.09,224.45,223.88,223.91,1074057
2023-10-27 22:25:45.957089,230.59,237.34,230.59,232.78,1150952
2023-10-30 22:25:45.957089,238.75,238.83,238.71,238.75,578516
2023-10-31 22:25:45.957089,241.0,241.04,240.59,240.92,652260
2023-11-01 22:25:45.957089,239.89,240.68,239.64,239.8,1047855
2023-11-02 22:25:45.957089,235.82,240.75,234.27,238.09,1122511
2023-11-03 22:25:45.957089,236.54,236.54,236.39,236.48,1100283
2023-11-06 22:25:45.957089,236.24,238.08,236.24,236.53,951203
2023-11-07 22:25:45.957089,238.3,238.32,237.93,238.17,1326698
2023-11-08 22:25:45.957089,240.39,241.25,237.27,239.02,934684
2023-11-09 22:25:45.957089,230.38,230.4,230.25,230.35,914960
2023-11-10 22:25:45.957089,228.02,231.86,228.02,230.54,1298788
2023-11-13 22:25:45.957089,225.41,225.97,224.26,225.5,1358387
2023-11-14 22:25:45.957089,218.88,218.88,218.83,218.85,753648
2023-11-15 22:25:45.957089,217.37,218.68,213.97,217.66,987014
2023-11-16 22:25:45.957089,229.79,232.72,229.66,230.32,956703
2023-11-17 22:25:45.957089,230.49,238.49,226.74,232.56,569707
2023-11-20 22:25:45.957089,226.78,230.96,225.72,226.58,789794
2023-11-21 22:25:45.957089,240.86,242.13,240.76,241.18,1059133
2023-11-22 22:25:45.957089,248.52,251.16,245.13,249.42,860840
2023-11-23 22:25:45.957089,254.65,259.09,254.65,257.66,849994
2023-11-24 22:25:45.957089,245.59,251.59,244.26,248.71,1185619
2023-11-27 22:25:45.957089,258.23,258.23,256.91,257.82,1449720
2023-11-28 22:25:45.957089,261.09,262.37,260.44,260.93,970114
2023-11-29 22:25:45.957089,256.99,261.14,256.99,257.92,398448
2023-11-30 22:25:45.957089,246.59,246.59,245.69,246.03,1194450
2023-12-01 22:25:45.957089,251.69,253.81,250.19,252.64,1130680
2023-12-04 22:25:45.957089,266.69,266.71,266.45,266.62,897072
2023-12-05 22:25:45.957089,275.65,275.8,274.88,274.97,598318
2023-12-06 22:25:45.957089,264.62,264.67,264.35,264.46,1210974
2023-12-07 22:25:45.957089,272.2,273.27,269.82,270.14,1334795
2023-12-08 22:25:45.957089,261.65,263.65,260.64,263.6,923350
2023-12-11 22:25:45.957089,274.22,274.22,266.97,271.73,591867
2023-12-12 22:25:45.957089,272.2,276.79,272.2,274.2,1204133
2023-12-13 22:25:45.957089,262.4,265.18,255.73,264.13,533264
2023-12-14 22:25:45.957089,268.12,270.02,267.71,268.0,719743
2023-12-15 22:25:45.957089,277.41,277.44,274.69,275.48,649989
2023-12-18 22:25:45.957089,264.59,271.48,262.85,265.2,424446
2023-12-19 22:25:45.957089,266.46,266.46,263.64,264.33,972102
2023-12-20 22:25:45.957089,253.41,259.94,253.41,255.31,879994
2023-12-21 22:25:45.957089,266.51,266.6,266.27,266.3,626635
2023-12-22 22:25:45.957089,254.06,256.82,249.59,251.74,1107108
2023-12-25 22:25:45.957089,251.92,254.17,251.14,253.33,449920
2023-12-26 22:25:45.957089,250.51,255.61,249.48,250.29,842909
2023-12-27 22:25:45.957089,244.13,249.37,243.57,244.46,1136567
2023-12-28 22:25:45.957089,247.44,249.57,245.17,246.45,848152
2023-12-29 22:25:45.957089,253.35,256.82,247.98,252.02,1038472
2024-01-01 22:25:45.957089,247.59,256.99,246.27,248.46,1393044
2024-01-02 22:25:45.957089,257.78,258.46,251.86,258.33,931585
2024-01-03 22:25:45.957089,245.11,248.47,244.59,245.12,1632278
2024-01-04 22:25:45.957089,248.32,248.32,241.67,247.16,1007580
2024-01-05 22:25:45.957089,247.0,248.16,240.25,246.2,1168304
2024-01-08 22:25:45.957089,238.47,239.16,238.47,239.1,857051
2024-01-09 22:25:45.957089,240.09,240.97,239.76,239.94,1102811
2024-01-10 22:25:45.957089,238.77,238.89,237.06,238.88,562518
2024-01-11 22:25:45.957089,240.98,241.67,239.58,240.76,301008
2024-01-12 22:25:45.957089,237.43,237.53,236.61,237.35,1057542
2024-01-15 22:25:45.957089,231.92,238.19,230.96,234.09,1501434
2024-01-16 22:25:45.957089,231.47,231.47,225.99,230.46,435173
2024-01-17 22:25:45.957089,227.95,228.22,227.16,227.92,985221
2024-01-18 22:25:45.957089,225.21,226.37,217.56,223.0,635217
2024-01-19 22:25:45.957089,222.7,222.88,222.62,222.85,1140765
2024-01-22 22:25:45.957089,221.67,222.33,219.14,221.18,1122422
2024-01-23 22:25:45.957089,221.53,222.86,221.53,221.89,1262528
2024-01-24 22:25:45.957089,229.73,229.73,228.49,228.74,1235712
2024-01-25 22:25:45.957089,225.46,226.01,222.4,225.15,1023380
2024-01-26 22:25:45.957089,229.03,229.34,228.26,229.32,1177973
2024-01-29 22:25:45.957089,235.42,238.17,235.42,236.84,1163632
2024-01-30 22:25:45.957089,244.41,248.22,240.07,242.86,1199862
2024-01-31 22:25:45.957089,237.66,252.12,230.25,237.3,1529319
2024-02-01 22:25:45.957089,232.57,240.0,228.28,234.07,1000967
2024-02-02 22:25:45.957089,232.88,232.88,232.47,232.72,775473
2024-02-05 22:25:45.957089,215.37,215.62,215.27,215.42,786043
2024-02-06 22:25:45.957089,221.51,221.96,221.18,221.73,580038
2024-02-07 22:25:45.957089,208.95,208.95,206.62,207.86,1192270
2024-02-08 22:25:45.957089,208.23,209.13,208.23,208.71,961407
2024-02-09 22:25:45.957089,209.69,211.39,209.69,210.6,655898
2024-02-12 22:25:45.957089,206.64,206.64,199.49,204.18,1122534
2024-02-13 22:25:45.957089,203.6,204.19,200.29,201.52,892876
2024-02-14 22:25:45.957089,212.6,215.23,210.3,210.45,1435523
2024-02-15 22:25:45.957089,207.21,209.91,207.21,208.04,1463779
2024-02-16 22:25:45.957089,198.73,200.11,197.16,198.77,863799
2024-02-19 22:25:45.957089,194.73,195.8,193.99,195.29,808689
2024-02-20 22:25:45.957089,200.54,202.86,200.33,201.81,1119815
2024-02-21 22:25:45.957089,203.43,203.43,203.06,203.23,706275
2024-02-22 22:25:45.957089,203.31,207.4,203.21,204.31,1518101
2024-02-23 22:25:45.957089,211.96,216.14,203.98,210.77,710674
2024-02-26 22:25:45.957089,211.02,211.02,207.45,209.73,1232096
2024-02-27 22:25:45.957089,202.27,202.99,202.27,202.57,1682419
2024-02-28 22:25:45.957089,200.45,201.58,200.26,200.96,620895
2024-02-29 22:25:45.957089,201.04,206.71,198.08,202.66,1496883
2024-03-01 22:25:45.957089,209.16,209.16,207.8,208.42,842374
2024-03-04 22:25:45.957089,202.62,205.45,197.05,202.55,1386990
2024-03-05 22:25:45.957089,197.02,203.73,193.63,201.37,889080
2024-03-06 22:25:45.957089,200.02,200.02,195.12,196.85,1267424
2024-03-07 22:25:45.957089,197.94,200.27,195.53,198.37,878239
2024-03-08 22:25:45.957089,188.57,191.23,188.17,188.81,1223918
2024-03-11 22:25:45.957089,194.49,196.06,193.38,193.91,1420101
2024-03-12 22:25:45.957089,196.6,198.07,196.58,197.26,801611
2024-03-13 22:25:45.957089,205.81,206.73,205.02,205.6,713933
2024-03-14 22:25:45.957089,209.01,211.75,207.43,209.37,1089949
2024-03-15 22:25:45.957089,215.77,218.2,215.77,216.59,754012
2024-03-18 22:25:45.957089,219.98,219.98,218.62,219.42,811743
